[0.009s][info][gc,init] CardTable entry size: 512
[0.010s][info][gc     ] Using G1
[0.018s][info][gc,init] Version: 21.0.5+9-LTS-239 (release)
[0.018s][info][gc,init] CPUs: 12 total, 12 available
[0.018s][info][gc,init] Memory: 16190M
[0.018s][info][gc,init] Large Page Support: Disabled
[0.018s][info][gc,init] NUMA Support: Disabled
[0.018s][info][gc,init] Compressed Oops: Enabled (Zero based)
[0.018s][info][gc,init] Heap Region Size: 2M
[0.018s][info][gc,init] Heap Min Capacity: 2G
[0.018s][info][gc,init] Heap Initial Capacity: 2G
[0.018s][info][gc,init] Heap Max Capacity: 4G
[0.018s][info][gc,init] Pre-touch: Disabled
[0.018s][info][gc,init] Parallel Workers: 10
[0.018s][info][gc,init] Concurrent Workers: 3
[0.019s][info][gc,init] Concurrent Refinement Workers: 10
[0.019s][info][gc,init] Periodic GC: Disabled
[0.026s][info][gc,metaspace] CDS archive(s) mapped at: [0x000002d420000000-0x000002d420c90000-0x000002d420c90000), size 13172736, SharedBaseAddress: 0x000002d420000000, ArchiveRelocationMode: 1.
[0.026s][info][gc,metaspace] Compressed class space mapped at: 0x000002d421000000-0x000002d461000000, reserved size: 1073741824
[0.026s][info][gc,metaspace] Narrow klass base: 0x000002d420000000, Narrow klass shift: 0, Narrow klass range: 0x100000000
[0.376s][info][gc,start    ] GC(0) Pause Young (Normal) (G1 Evacuation Pause)
[0.377s][info][gc,task     ] GC(0) Using 10 workers of 10 for evacuation
[0.382s][info][gc,phases   ] GC(0)   Pre Evacuate Collection Set: 0.2ms
[0.382s][info][gc,phases   ] GC(0)   Merge Heap Roots: 0.1ms
[0.382s][info][gc,phases   ] GC(0)   Evacuate Collection Set: 3.6ms
[0.382s][info][gc,phases   ] GC(0)   Post Evacuate Collection Set: 0.4ms
[0.382s][info][gc,phases   ] GC(0)   Other: 1.2ms
[0.382s][info][gc,heap     ] GC(0) Eden regions: 51->0(45)
[0.382s][info][gc,heap     ] GC(0) Survivor regions: 0->6(7)
[0.382s][info][gc,heap     ] GC(0) Old regions: 0->0
[0.382s][info][gc,heap     ] GC(0) Humongous regions: 0->0
[0.382s][info][gc,metaspace] GC(0) Metaspace: 1678K(1792K)->1678K(1792K) NonClass: 1541K(1600K)->1541K(1600K) Class: 136K(192K)->136K(192K)
[0.382s][info][gc          ] GC(0) Pause Young (Normal) (G1 Evacuation Pause) 102M->10M(2048M) 5.890ms
[0.382s][info][gc,cpu      ] GC(0) User=0.00s Sys=0.00s Real=0.01s
[0.501s][info][gc,start    ] GC(1) Pause Young (Normal) (G1 Evacuation Pause)
[0.501s][info][gc,task     ] GC(1) Using 10 workers of 10 for evacuation
[0.506s][info][gc,phases   ] GC(1)   Pre Evacuate Collection Set: 0.2ms
[0.506s][info][gc,phases   ] GC(1)   Merge Heap Roots: 0.1ms
[0.506s][info][gc,phases   ] GC(1)   Evacuate Collection Set: 4.4ms
[0.506s][info][gc,phases   ] GC(1)   Post Evacuate Collection Set: 0.4ms
[0.506s][info][gc,phases   ] GC(1)   Other: 0.1ms
[0.506s][info][gc,heap     ] GC(1) Eden regions: 45->0(50)
[0.506s][info][gc,heap     ] GC(1) Survivor regions: 6->5(7)
[0.506s][info][gc,heap     ] GC(1) Old regions: 0->3
[0.506s][info][gc,heap     ] GC(1) Humongous regions: 1->0
[0.506s][info][gc,metaspace] GC(1) Metaspace: 1686K(1792K)->1686K(1792K) NonClass: 1550K(1600K)->1550K(1600K) Class: 136K(192K)->136K(192K)
[0.506s][info][gc          ] GC(1) Pause Young (Normal) (G1 Evacuation Pause) 102M->15M(2048M) 5.448ms
[0.506s][info][gc,cpu      ] GC(1) User=0.00s Sys=0.00s Real=0.00s
[0.671s][info][gc,start    ] GC(2) Pause Young (Normal) (G1 Evacuation Pause)
[0.671s][info][gc,task     ] GC(2) Using 10 workers of 10 for evacuation
[0.677s][info][gc,phases   ] GC(2)   Pre Evacuate Collection Set: 0.2ms
[0.677s][info][gc,phases   ] GC(2)   Merge Heap Roots: 0.1ms
[0.677s][info][gc,phases   ] GC(2)   Evacuate Collection Set: 5.4ms
[0.677s][info][gc,phases   ] GC(2)   Post Evacuate Collection Set: 0.4ms
[0.677s][info][gc,phases   ] GC(2)   Other: 0.1ms
[0.677s][info][gc,heap     ] GC(2) Eden regions: 50->0(58)
[0.677s][info][gc,heap     ] GC(2) Survivor regions: 5->7(7)
[0.677s][info][gc,heap     ] GC(2) Old regions: 3->6
[0.677s][info][gc,heap     ] GC(2) Humongous regions: 1->1
[0.677s][info][gc,metaspace] GC(2) Metaspace: 1691K(1792K)->1691K(1792K) NonClass: 1554K(1600K)->1554K(1600K) Class: 136K(192K)->136K(192K)
[0.678s][info][gc          ] GC(2) Pause Young (Normal) (G1 Evacuation Pause) 117M->26M(2048M) 6.644ms
[0.678s][info][gc,cpu      ] GC(2) User=0.00s Sys=0.00s Real=0.01s
[0.771s][info][gc,start    ] GC(3) Pause Young (Normal) (G1 Evacuation Pause)
[0.771s][info][gc,task     ] GC(3) Using 10 workers of 10 for evacuation
[0.777s][info][gc,phases   ] GC(3)   Pre Evacuate Collection Set: 0.2ms
[0.777s][info][gc,phases   ] GC(3)   Merge Heap Roots: 0.1ms
[0.777s][info][gc,phases   ] GC(3)   Evacuate Collection Set: 4.8ms
[0.777s][info][gc,phases   ] GC(3)   Post Evacuate Collection Set: 0.3ms
[0.777s][info][gc,phases   ] GC(3)   Other: 0.1ms
[0.777s][info][gc,heap     ] GC(3) Eden regions: 44->0(80)
[0.777s][info][gc,heap     ] GC(3) Survivor regions: 7->6(7)
[0.777s][info][gc,heap     ] GC(3) Old regions: 6->10
[0.777s][info][gc,heap     ] GC(3) Humongous regions: 1->1
