[0.010s][info][gc,init] CardTable entry size: 512
[0.011s][info][gc     ] Using G1
[0.020s][info][gc,init] Version: 21.0.5+9-LTS-239 (release)
[0.020s][info][gc,init] CPUs: 12 total, 12 available
[0.020s][info][gc,init] Memory: 16190M
[0.020s][info][gc,init] Large Page Support: Disabled
[0.020s][info][gc,init] NUMA Support: Disabled
[0.020s][info][gc,init] Compressed Oops: Enabled (Zero based)
[0.020s][info][gc,init] Heap Region Size: 2M
[0.020s][info][gc,init] Heap Min Capacity: 2G
[0.020s][info][gc,init] Heap Initial Capacity: 2G
[0.020s][info][gc,init] Heap Max Capacity: 4G
[0.020s][info][gc,init] Pre-touch: Disabled
[0.020s][info][gc,init] Parallel Workers: 10
[0.020s][info][gc,init] Concurrent Workers: 3
[0.021s][info][gc,init] Concurrent Refinement Workers: 10
[0.021s][info][gc,init] Periodic GC: Disabled
[0.029s][info][gc,metaspace] CDS archive(s) mapped at: [0x0000027052000000-0x0000027052c90000-0x0000027052c90000), size 13172736, SharedBaseAddress: 0x0000027052000000, ArchiveRelocationMode: 1.
[0.029s][info][gc,metaspace] Compressed class space mapped at: 0x0000027053000000-0x0000027093000000, reserved size: 1073741824
[0.029s][info][gc,metaspace] Narrow klass base: 0x0000027052000000, Narrow klass shift: 0, Narrow klass range: 0x100000000
[0.378s][info][gc,start    ] GC(0) Pause Young (Normal) (G1 Evacuation Pause)
[0.379s][info][gc,task     ] GC(0) Using 10 workers of 10 for evacuation
[0.385s][info][gc,phases   ] GC(0)   Pre Evacuate Collection Set: 0.2ms
[0.385s][info][gc,phases   ] GC(0)   Merge Heap Roots: 0.1ms
[0.385s][info][gc,phases   ] GC(0)   Evacuate Collection Set: 5.2ms
[0.385s][info][gc,phases   ] GC(0)   Post Evacuate Collection Set: 0.4ms
[0.385s][info][gc,phases   ] GC(0)   Other: 0.7ms
[0.385s][info][gc,heap     ] GC(0) Eden regions: 51->0(49)
[0.385s][info][gc,heap     ] GC(0) Survivor regions: 0->4(7)
[0.385s][info][gc,heap     ] GC(0) Old regions: 0->0
[0.385s][info][gc,heap     ] GC(0) Humongous regions: 0->0
[0.385s][info][gc,metaspace] GC(0) Metaspace: 1652K(1728K)->1652K(1728K) NonClass: 1512K(1536K)->1512K(1536K) Class: 139K(192K)->139K(192K)
[0.385s][info][gc          ] GC(0) Pause Young (Normal) (G1 Evacuation Pause) 102M->8M(2048M) 7.061ms
[0.385s][info][gc,cpu      ] GC(0) User=0.05s Sys=0.11s Real=0.01s
[0.552s][info][gc,start    ] GC(1) Pause Young (Normal) (G1 Evacuation Pause)
[0.552s][info][gc,task     ] GC(1) Using 10 workers of 10 for evacuation
[0.558s][info][gc,phases   ] GC(1)   Pre Evacuate Collection Set: 0.2ms
[0.558s][info][gc,phases   ] GC(1)   Merge Heap Roots: 0.1ms
[0.558s][info][gc,phases   ] GC(1)   Evacuate Collection Set: 5.3ms
[0.558s][info][gc,phases   ] GC(1)   Post Evacuate Collection Set: 0.4ms
[0.558s][info][gc,phases   ] GC(1)   Other: 0.1ms
[0.558s][info][gc,heap     ] GC(1) Eden regions: 49->0(61)
[0.558s][info][gc,heap     ] GC(1) Survivor regions: 4->3(7)
[0.558s][info][gc,heap     ] GC(1) Old regions: 0->4
[0.558s][info][gc,heap     ] GC(1) Humongous regions: 0->0
[0.558s][info][gc,metaspace] GC(1) Metaspace: 1662K(1728K)->1662K(1728K) NonClass: 1522K(1536K)->1522K(1536K) Class: 139K(192K)->139K(192K)
[0.558s][info][gc          ] GC(1) Pause Young (Normal) (G1 Evacuation Pause) 106M->11M(2048M) 6.325ms
[0.558s][info][gc,cpu      ] GC(1) User=0.08s Sys=0.08s Real=0.01s
[0.766s][info][gc,start    ] GC(2) Pause Young (Normal) (G1 Evacuation Pause)
[0.766s][info][gc,task     ] GC(2) Using 10 workers of 10 for evacuation
[0.774s][info][gc,phases   ] GC(2)   Pre Evacuate Collection Set: 0.2ms
[0.774s][info][gc,phases   ] GC(2)   Merge Heap Roots: 0.2ms
[0.774s][info][gc,phases   ] GC(2)   Evacuate Collection Set: 6.8ms
[0.774s][info][gc,phases   ] GC(2)   Post Evacuate Collection Set: 0.3ms
[0.774s][info][gc,phases   ] GC(2)   Other: 0.2ms
[0.774s][info][gc,heap     ] GC(2) Eden regions: 61->0(93)
[0.774s][info][gc,heap     ] GC(2) Survivor regions: 3->6(8)
[0.774s][info][gc,heap     ] GC(2) Old regions: 4->4
