[0.015s][info][gc,init] CardTable entry size: 512
[0.015s][info][gc     ] Using G1
[0.025s][info][gc,init] Version: 21.0.5+9-LTS-239 (release)
[0.026s][info][gc,init] CPUs: 12 total, 12 available
[0.026s][info][gc,init] Memory: 16190M
[0.026s][info][gc,init] Large Page Support: Disabled
[0.026s][info][gc,init] NUMA Support: Disabled
[0.026s][info][gc,init] Compressed Oops: Enabled (Zero based)
[0.026s][info][gc,init] Heap Region Size: 2M
[0.026s][info][gc,init] Heap Min Capacity: 2G
[0.026s][info][gc,init] Heap Initial Capacity: 2G
[0.026s][info][gc,init] Heap Max Capacity: 4G
[0.026s][info][gc,init] Pre-touch: Disabled
[0.026s][info][gc,init] Parallel Workers: 10
[0.026s][info][gc,init] Concurrent Workers: 3
[0.026s][info][gc,init] Concurrent Refinement Workers: 10
[0.026s][info][gc,init] Periodic GC: Disabled
[0.034s][info][gc,metaspace] CDS archive(s) mapped at: [0x00000243c1000000-0x00000243c1c90000-0x00000243c1c90000), size 13172736, SharedBaseAddress: 0x00000243c1000000, ArchiveRelocationMode: 1.
[0.034s][info][gc,metaspace] Compressed class space mapped at: 0x00000243c2000000-0x0000024402000000, reserved size: 1073741824
[0.034s][info][gc,metaspace] Narrow klass base: 0x00000243c1000000, Narrow klass shift: 0, Narrow klass range: 0x100000000
[0.406s][info][gc,start    ] GC(0) Pause Young (Normal) (G1 Evacuation Pause)
[0.407s][info][gc,task     ] GC(0) Using 10 workers of 10 for evacuation
[0.412s][info][gc,phases   ] GC(0)   Pre Evacuate Collection Set: 0.2ms
[0.412s][info][gc,phases   ] GC(0)   Merge Heap Roots: 0.1ms
[0.412s][info][gc,phases   ] GC(0)   Evacuate Collection Set: 4.3ms
[0.412s][info][gc,phases   ] GC(0)   Post Evacuate Collection Set: 0.4ms
[0.412s][info][gc,phases   ] GC(0)   Other: 0.7ms
[0.412s][info][gc,heap     ] GC(0) Eden regions: 51->0(51)
[0.412s][info][gc,heap     ] GC(0) Survivor regions: 0->4(7)
[0.412s][info][gc,heap     ] GC(0) Old regions: 0->0
[0.412s][info][gc,heap     ] GC(0) Humongous regions: 0->0
[0.412s][info][gc,metaspace] GC(0) Metaspace: 1656K(1728K)->1656K(1728K) NonClass: 1513K(1536K)->1513K(1536K) Class: 143K(192K)->143K(192K)
[0.412s][info][gc          ] GC(0) Pause Young (Normal) (G1 Evacuation Pause) 102M->6M(2048M) 6.096ms
[0.412s][info][gc,cpu      ] GC(0) User=0.00s Sys=0.00s Real=0.01s
[0.587s][info][gc,start    ] GC(1) Pause Young (Normal) (G1 Evacuation Pause)
[0.587s][info][gc,task     ] GC(1) Using 10 workers of 10 for evacuation
[0.593s][info][gc,phases   ] GC(1)   Pre Evacuate Collection Set: 0.2ms
[0.593s][info][gc,phases   ] GC(1)   Merge Heap Roots: 0.1ms
[0.593s][info][gc,phases   ] GC(1)   Evacuate Collection Set: 5.7ms
[0.593s][info][gc,phases   ] GC(1)   Post Evacuate Collection Set: 0.4ms
[0.593s][info][gc,phases   ] GC(1)   Other: 0.1ms
[0.593s][info][gc,heap     ] GC(1) Eden regions: 51->0(58)
[0.593s][info][gc,heap     ] GC(1) Survivor regions: 4->6(7)
[0.593s][info][gc,heap     ] GC(1) Old regions: 0->0
[0.594s][info][gc,heap     ] GC(1) Humongous regions: 0->0
[0.594s][info][gc,metaspace] GC(1) Metaspace: 1675K(1792K)->1675K(1792K) NonClass: 1531K(1600K)->1531K(1600K) Class: 143K(192K)->143K(192K)
[0.594s][info][gc          ] GC(1) Pause Young (Normal) (G1 Evacuation Pause) 108M->11M(2048M) 6.709ms
[0.594s][info][gc,cpu      ] GC(1) User=0.09s Sys=0.08s Real=0.01s
[0.726s][info][gc,start    ] GC(2) Pause Young (Normal) (G1 Evacuation Pause)
[0.726s][info][gc,task     ] GC(2) Using 10 workers of 10 for evacuation
[0.735s][info][gc,phases   ] GC(2)   Pre Evacuate Collection Set: 0.2ms
[0.735s][info][gc,phases   ] GC(2)   Merge Heap Roots: 0.1ms
[0.735s][info][gc,phases   ] GC(2)   Evacuate Collection Set: 7.9ms
[0.735s][info][gc,phases   ] GC(2)   Post Evacuate Collection Set: 0.5ms
[0.735s][info][gc,phases   ] GC(2)   Other: 0.1ms
[0.735s][info][gc,heap     ] GC(2) Eden regions: 58->0(155)
[0.735s][info][gc,heap     ] GC(2) Survivor regions: 6->5(8)
[0.735s][info][gc,heap     ] GC(2) Old regions: 0->3
[0.735s][info][gc,heap     ] GC(2) Humongous regions: 2->1
[0.735s][info][gc,metaspace] GC(2) Metaspace: 1687K(1792K)->1687K(1792K) NonClass: 1543K(1600K)->1543K(1600K) Class: 143K(192K)->143K(192K)
[0.735s][info][gc          ] GC(2) Pause Young (Normal) (G1 Evacuation Pause) 131M->17M(2048M) 9.018ms
[0.735s][info][gc,cpu      ] GC(2) User=0.09s Sys=0.08s Real=0.01s
[0.977s][info][gc,start    ] GC(3) Pause Young (Normal) (G1 Evacuation Pause)
[0.977s][info][gc,task     ] GC(3) Using 10 workers of 10 for evacuation
[0.989s][info][gc,phases   ] GC(3)   Pre Evacuate Collection Set: 0.2ms
[0.989s][info][gc,phases   ] GC(3)   Merge Heap Roots: 0.2ms
[0.989s][info][gc,phases   ] GC(3)   Evacuate Collection Set: 11.2ms
[0.989s][info][gc,phases   ] GC(3)   Post Evacuate Collection Set: 0.3ms
[0.989s][info][gc,phases   ] GC(3)   Other: 0.1ms
[0.989s][info][gc,heap     ] GC(3) Eden regions: 155->0(166)
[0.989s][info][gc,heap     ] GC(3) Survivor regions: 5->11(20)
[0.989s][info][gc,heap     ] GC(3) Old regions: 3->3
[0.989s][info][gc,heap     ] GC(3) Humongous regions: 3->3
[0.989s][info][gc,metaspace] GC(3) Metaspace: 1745K(1920K)->1745K(1920K) NonClass: 1602K(1728K)->1602K(1728K) Class: 143K(192K)->143K(192K)
[0.989s][info][gc          ] GC(3) Pause Young (Normal) (G1 Evacuation Pause) 331M->31M(2048M) 12.255ms
[0.989s][info][gc,cpu      ] GC(3) User=0.08s Sys=0.08s Real=0.01s
[1.134s][info][gc,start    ] GC(4) Pause Young (Normal) (G1 Evacuation Pause)
[1.135s][info][gc,task     ] GC(4) Using 10 workers of 10 for evacuation
[1.146s][info][gc,phases   ] GC(4)   Pre Evacuate Collection Set: 0.2ms
[1.146s][info][gc,phases   ] GC(4)   Merge Heap Roots: 0.1ms
[1.146s][info][gc,phases   ] GC(4)   Evacuate Collection Set: 11.1ms
[1.146s][info][gc,phases   ] GC(4)   Post Evacuate Collection Set: 0.3ms
[1.146s][info][gc,phases   ] GC(4)   Other: 0.1ms
[1.147s][info][gc,heap     ] GC(4) Eden regions: 149->0(183)
[1.147s][info][gc,heap     ] GC(4) Survivor regions: 11->15(20)
[1.147s][info][gc,heap     ] GC(4) Old regions: 3->3
[1.147s][info][gc,heap     ] GC(4) Humongous regions: 3->3
[1.147s][info][gc,metaspace] GC(4) Metaspace: 1748K(1920K)->1748K(1920K) NonClass: 1604K(1728K)->1604K(1728K) Class: 143K(192K)->143K(192K)
[1.147s][info][gc          ] GC(4) Pause Young (Normal) (G1 Evacuation Pause) 329M->40M(2048M) 12.132ms
[1.147s][info][gc,cpu      ] GC(4) User=0.16s Sys=0.00s Real=0.01s
[1.318s][info][gc,start    ] GC(5) Pause Young (Normal) (G1 Evacuation Pause)
